S No.,Title,Decisions,Words
4932,"US stocks: Dow, S&P end at records, starting July with a bang","{""Dow"": ""positive"", ""S&P"": ""positive""}",12
5536,Foreign investors scramble to buy Indian Bonds,"{""Indian Bonds"": ""neutral""}",7
9926,Zee Entertainment Q1 net down 6.26 per cent at Rs 210.57 crore,"{""Zee Entertainment"": ""negative""}",12
5792,IPO for startups: Will SEBI get this right?,"{""SEBI"": ""neutral""}",8
1708,HMT surges on hopes government may delay shut-down,"{""HMT"": ""positive""}",8
5173,"Markets rangebound; Nifty near 8,100; top 20 trading ideas","{""Markets"": ""neutral"", ""Nifty"": ""neutral""}",9
5250,European shares dip; Carlsberg hit by Russia concerns,"{""European shares"": ""negative"", ""Carlsberg"": ""negative""}",8
6529,Infosys riding on Vishal Sikka anticipated turnaround strategy: P Phani Sekhar,"{""Infosys"": ""neutral""}",11
10589,"Sensex, rupee brace for election storm: Is government prepared?","{""Sensex"": ""negative"", ""rupee"": ""negative""}",9
5856,PBOC steps up intervention in yuan trading: Sources,"{""PBOC"": ""neutral""}",8
8165,NIIT bounces back to profits; revenue rises to Rs 225.3 crore,"{""NIIT"": ""positive""}",11
855,FTSE adds 9 Indian firms to key Asia Pacific index,"{""FTSE"": ""neutral"", ""Asia Pacific index"": ""neutral""}",10
4738,"Fall in order inflows shows more pain ahead for industrial stocks such as L&T, BHEL, Thermax","{""L&T"": ""positive"", ""BHEL"": ""positive"", ""Thermax"": ""positive""}",16
10353,"Midcap, smallcaps outperform large cap stocks, better results cited as reason","{""Midcap"": ""positive"", ""smallcaps"": ""positive"", ""large cap stocks"": ""neutral""}",11
699,SAT to hear Alchemist Capital case on September 29,"{""Alchemist Capital"": ""neutral""}",9
3697,Dalmia Bharat posts Rs 12.39 crore loss in Q3,"{""Dalmia Bharat"": ""negative""}",9
1637,Strong spot demand lifts mentha oil futures 1.15%,"{""mentha oil futures"": ""positive""}",8
7281,Huge activity in Nifty December series surprises market,"{""Nifty"": ""positive"", ""market"": ""neutral""}",8
7555,Kitex Garments surges as Motilal Oswal sees 50% upside,"{""Kitex Garments"": ""positive"", ""Motilal Oswal"": ""neutral""}",9
3582,Asian shares tread cautiously after Brack Obama speech,"{""Asian shares"": ""negative""}",8
1292,Symantec appoints Adrian Jones as Asia Pacific and Japan senior vice president,"{""Symantec"": ""neutral""}",12
6586,Reduction in diesel prices will not be taken negatively: Ajay Bodke,"{""diesel"": ""neutral""}",11
1854,Asian shares prove resilient to euro jitters,"{""Asian shares"": ""positive"", ""euro"": ""negative""}",7
5233,"Asian stocks dip, euro stuck near one-year lows","{""Asian stocks"": ""negative"", ""euro"": ""negative""}",8
3764,Jindal Stainless Q3 net loss at Rs 301 crore,"{""Jindal Stainless"": ""neutral""}",9
3305,Rupee hits 2-week low on defence-related dollar demand,"{""Rupee"": ""negative""}",8
1496,Brokers' Call: HSBC upgrades Tata Power,"{""Tata Power"": ""positive"", ""HSBC"": ""neutral""}",6
7995,"Upside expected in the market, post-budget : KR Choksey Securities","{""market"": ""positive"", ""KR Choksey Securities"": ""neutral""}",10
1999,Heard on the street: Glodyne Technoserve soars on 3k-order,"{""Glodyne Technoserve"": ""positive""}",9
664,"PE funds Multiples, IVFA eye stake in Dodsal Group","{""Multiples"": ""neutral"", ""IVFA"": ""neutral"", ""Dodsal Group"": ""neutral""}",9
3749,"Hong Kong shares close down on China, global jitters","{""Hong Kong shares"": ""negative""}",9
4414,HT Media Q2 Net down 24.56 per cent to Rs 43.89 crore,"{""HT Media"": ""negative""}",12
5531,Fewer investors trade on Multi Commodity Exchange,"{""Multi Commodity Exchange"": ""neutral""}",7
5576,"MCX, FTIL debate over preferential share allotment","{""MCX"": ""neutral"", ""FTIL"": ""neutral""}",7
8902,Pulse push unlikely to yield result soon,"{""Pulse"": ""negative""}",7
7527,Hindustan Zinc climbs 6% after Glencore's production cut announcement,"{""Hindustan Zinc"": ""positive"", ""Glencore"": ""negative""}",9
9475,IFCI slips over 14% after govt raises stake to 55.57%,"{""IFCI"": ""negative""}",10
5865,Pre-RBI Policy: Here how bonds and rupee react,"{""RBI"": ""neutral""}",8
6777,"Diversification is key for success of EPC business: M Goutham Reddy, Ramky Infrastructure","{""Ramky Infrastructure"": ""neutral""}",13
1307,AIA share sale set to be World's second largest IPO of the year,"{""AIA"": ""neutral""}",13
7393,"Video: Hot midcap stocks on move: IDBI, Wockhardt","{""midcap stocks"": ""positive"", ""IDBI"": ""neutral"", ""Wockhardt"": ""neutral""}",8
10430,Rupiah rises from 16-year low; won buoyed by firmer yen,"{""Rupiah"": ""positive"", ""won"": ""positive"", ""yen"": ""neutral""}",10
5593,Nihilent Technologies considering IPO in 12-18 months,"{""Nihilent Technologies"": ""neutral""}",7
10231,"Mutual funds sell IT, banking stocks in March; go long on auto, pharma","{""auto"": ""positive"", ""pharma"": ""positive"", ""IT"": ""negative"", ""banking"": ""negative""}",13
9722,NIfty once again fails to get pass 6350 mark: Mitesh Thacker,"{""NIfty"": ""negative""}",11
1664,Kirloskar Electric surges 17% on block deal,"{""Kirloskar Electric"": ""positive""}",7
5451,Gur settles quiet in thin trade,"{""Gur"": ""neutral""}",6
10681,"Global oil worries, rupeee fall weigh on stocks","{""oil"": ""negative"", ""rupee"": ""negative""}",8
10702,"Australia, NZ dlrs trapped by holiday lull","{""Australi"": ""negative"", ""NZ dlrs"": ""negative""}",7
3628,Major currencies eerily calm as geopolitical risk lingers,"{""currencies"": ""neutral""}",8
2694,"Sensex@new high: 5 reasons why bears, not bulls, should be smiling","{""Sensex"": ""positive""}",11
9790,VW hits 4-year low as diesel emissions fallout spreads to France,"{""VW"": ""negative""}",11
5916,Shell Lubricants appoints Nitin Prasad as India head,"{""Shell Lubricants"": ""neutral""}",8
3158,"Rise in US bond yields may direct realignment towards EM pack: Gaurav Mehta, Ambit Capital","{""Ambit Capital"": ""neutral""}",15
9915,Tara Jewels Q2 net dips by 29 pc to Rs 11.03 crore,"{""Tara Jewels"": ""negative""}",12
6669,Drug firm Strides Arcolab reports Q4 net profit at Rs 69.66 crore,"{""Strides Arcolab"": ""positive""}",12
1060,"Dollar flat in Asia ahead of key data, Federal Policy meeting","{""Dollar"": ""neutral""}",11
4637,General Electric to sell $12 billion worth equity business to exit from banking sector,"{""banking sector"": ""negative""}",14
3243,Sebi bars Kolkata Weird Industries from raising funds,"{""Weird Industries"": ""negative""}",8
1679,IVRCL buy a profit venture for Essel Group,"{""IVRCL"": ""positive"", ""Essel Group"": ""positive""}",8
6893,"Difficult for markets to scale newer highs in current scenario: Dipan Mehta, Member BSE & NSE","{""BSE"": ""neutral"", ""NSE"": ""neutral""}",16
6375,"Post 2G spectrum auction, are telecom stocks good picks now?","{""telecom stocks"": ""neutral""}",10
7575,Merrill Lynch buys 2.35 lakh shares in Financial Technologies,"{""Financial Technologies"": ""positive"", ""Merrill Lynch"": ""neutral""}",9
1758,Indices on firm footing; financial stocks in focus,"{""financial stocks"": ""positive"", ""Indices"": ""positive""}",8
6020,Directors on PSB boards to get market fee soon,"{""PSB"": ""neutral""}",9
5117,"Rally will be led by cyclicals, rate sensitives: Ashwani Gujral","{""cyclicals"": ""positive"", ""rate sensitives"": ""positive""}",10
8756,Bearish on commodities: Mehrab Irani,"{""commodities"": ""negative""}",5
7409,Amara Raja hits 52-week high on strong Q2 results,"{""Amara Raja"": ""positive""}",9
2791,DB Realty rallies over 17% on hopes of approvals on stuck projects,"{""DB Realty"": ""positive""}",12
864,Guidance framework soon for companies to make right disclosures: BSE,"{""BSE"": ""neutral""}",10
7859,Jeera futures rise 1.70 per cent on pick-up in demand,"{""Jeera"": ""positive""}",10
1485,"Thomas Cook, Sterling Holidays extend gains post merger","{""Thomas Cook"": ""positive"", ""Sterling Holidays"": ""positive""}",8
7036,Egypt Suez Canal May revenue rises,"{""Egypt Suez Canal"": ""positive""}",6
7722,Apollo Tyres Q1 net rises 37.36% to Rs 227.94 crore,"{""Apollo Tyres"": ""positive""}",10
5978,Bank on the lenders for superb returns in 2016,"{""Bank"": ""neutral""}",9
5135,"Sensex, Nifty hit fresh record high ahead of RBI policy","{""Sensex"": ""positive"", ""Nifty"": ""positive"", ""RBI"": ""neutral""}",10
207,NSE operationalises SME platform with first listing,"{""NSE"": ""neutral""}",7
4489,Sell IndusInd Bank with a stop loss of Rs 560: Ashwani Gujral,"{""IndusInd Bank"": ""negative""}",12
6939,RComm volumes are good: Devang Visaria,"{""RComm"": ""positive""}",6
9063,Mentha oil falls 0.58 per cent on profit-booking,"{""Mentha oil"": ""negative""}",8
6911,Rashtriya Ispat Nigam Limited to go ahead with IPO plan despite damage by Hudhud: CMD P Madhusudan,"{""Rashtriya Ispat Nigam Limited"": ""neutral""}",17
503,Ameriprise Financial closes financial planning division in India,"{""Ameriprise Financial"": ""neutral""}",8
7386,Unichem Laboratories jumps on report of sale plans,"{""Unichem Laboratories"": ""positive""}",8
1029,Amar Ujala plans another IPO to raise about Rs 450 crore,"{""Amar Ujala"": ""neutral""}",11
3841,Sebi bars Haldhar Realty from raising money from investors,"{""Haldhar Realty"": ""negative"", ""Sebi"": ""neutral""}",9
8111,IFCI Q1 net rises 7.5 per cent to Rs 102 crore,"{""IFCI"": ""positive""}",11
5057,"Brokerages' views on Pidilite, Bosch, Sun Pharma, Nestle India, UPL","{""Pidilite"": ""neutral"", ""Bosch"": ""neutral"", ""Sun Pharma"": ""neutral"", ""Nestle India"": ""neutral"", ""UPL"": ""neutral""}",10
9763,Sell JSPL at a stop loss of Rs 290: Ashwani Gujral,"{""JSPL"": ""negative""}",11
8155,Moody's gives fifth reason for markets to cheer; record highs seen,"{""markets"": ""positive"", ""Moody"": ""neutral""}",11
2732,"Until Nifty crosses 8350-8400 zone, markets to remain rangebound: Ashwani Gujral","{""Nifty"": ""neutral"", ""markets"": ""neutral""}",11
8997,DLF: Reviewing $8.4 million penalty slapped by SEBI,"{""DLF"": ""negative"", ""SEBI"": ""neutral""}",8
2455,Torrent Pharmaceuticals Q2 net zooms three-fold to Rs 568 crore,"{""Torrent Pharmaceuticals"": ""positive""}",10
7216,"Barclays overweight on HCL Tech, target Rs 1,065.","{""HCL Tech"": ""positive"", ""Barclays"": ""neutral""}",8
3105,Novelis third quarter net profit jumps 3-fold to $46 million on new business model,"{""Novelis"": ""positive""}",14
8393,Radico Khaitan hits 52-week high as Rakesh Jhunjhunwala picks 6.85 lakh shares,"{""Radico Khaitan"": ""positive""}",12
6279,Former LIC Chairman Dinesh Kumar Mehrotra named to MCX board,"{""LIC"": ""neutral"", ""MCX"": ""neutral""}",10
3100,Marico posts 28 per cent jump in Q1 net profit to Rs 238 crore,"{""Marico"": ""positive""}",14
6185,"Srikanth Srinivas joins Adfactors as senior V-P, Public Affairs","{""Adfactors"": ""neutral""}",9
10471,"Network18, TV18 shares drop over 6 per cent on BSE","{""Network18"": ""negative"", ""TV18"": ""negative"", ""BSE"": ""neutral""}",10
3562,Birla Corporation Q3 Net falls 50%,"{""Birla Corporation"": ""negative""}",6
5893,Sebi directs Suraksha Agrotech to refund investor money,"{""Suraksha Agrotech"": ""negative"", ""Sebi"": ""neutral""}",8
392,Financial Technologies receives non-binding bids for its stake,"{""Financial Technologies"": ""neutral""}",8
6737,Risk premium narrows between government bonds and state-backed securities on lower supply,"{""government bonds"": ""neutral""}",12
5619,RBI agility helps tame money market volatility,"{""RBI"": ""neutral""}",7
5259,"HPCL, BPCL, IOC pare gains after firm start","{""HPCL"": ""negative"", ""BPCL"": ""negative"", ""IOC"": ""negative""}",8
9688,IndusInd Bank shares fall over four per cent on RBI move,"{""IndusInd Bank"": ""negative"", ""RBI"": ""neutral""}",11
2696,Share sale proceeds to help Prestige Estates Projects cut debt component,"{""Prestige Estates Projects"": ""neutral""}",11
2028,JSW Energy closes up a paltry 0.75% on BSE,"{""JSW Energy"": ""positive""}",9
5464,Anant Goenka promoted as Ceat MD,"{""Ceat"": ""neutral""}",6
2569,"Foreign institutional investors pump in Rs 4,900 crore in Indian stocks","{""Indian stocks"": ""positive""}",11
8007,Wealthy investors lap up NHAI's Rs 10k cr bond issue,"{""NHAI"": ""positive""}",10
65,Tata Sons names Gopichand Katragadda chief technology officer,"{""Tata Sons"": ""neutral""}",8
2063,Oil near 9-month high as Iraq battles for refinery,"{""Oil"": ""positive""}",9
5277,"Sensex ends flat, above 25000; Nifty holds 7450","{""Sensex"": ""neutral"", ""Nifty"": ""neutral""}",8
7209,Ashok Leyland Q4 net up at 298.23 crore,"{""Ashok Leyland"": ""positive""}",8
8685,Cautious on two-wheeler space: David Pezarkar,"{""two-wheeler"": ""negative""}",6
8572,IIFL recommends Apollo Tyres with a `Buy and a target price of Rs 94,"{""Apollo Tyres"": ""positive"", ""IIFL"": ""neutral""}",14
6332,Maharashtra Seamless' Board approves Rs 100 crore share buy back,"{""Maharashtra Seamless"": ""neutral""}",10
4860,"China stocks drop as yuan falls further; airlines, property in the crosshairs","{""China stocks"": ""negative"", ""yuan"": ""negative"", ""airlines"": ""negative"", ""property"": ""negative""}",12
4888,"Chart Check from IIFL Private Wealth for Monday, March 19: Idea, Ranbaxy","{""Idea"": ""neutral"", ""Ranbaxy"": ""neutral""}",12
9269,MF agent's guaranteed returns to Flipkart violate Sebi norms,"{""Flipkart"": ""negative"", ""Sebi"": ""neutral""}",9
879,"Info Edge: Economic turnaround, improved hiring to be immediate trigger","{""Info Edge"": ""neutral""}",10
8530,Sugar stocks see sweet gains as govt approves subsidy on raw sugar export,"{""Sugar stocks"": ""positive""}",13
7917,"OMCs may cut petrol, diesel price in November; stocks gain","{""OMC"": ""positive""}",10
6864,Suggest to wait till ICICI Bank plans to list its insurance arm: Deepak Shenoy,"{""ICICI Bank"": ""neutral""}",14
7893,"Momentum in markets looks upbeat: Anand Tandon, CEO, JRG Securities","{""markets"": ""positive"", ""JRG Securities"": ""neutral""}",10
6440,100 Infosys shares for 9.5K in 1993 now worth 4 crore,"{""Infosys"": ""neutral""}",11
7870,Liberty Shoes logs 20 pc rise in June quarter Net,"{""Liberty Shoes"": ""positive""}",10
1017,What should investors do with RIL ahead of Q2 results?,"{""RIL"": ""neutral""}",10
9468,Higher supply pulls down crude palm oil at futures trade,"{""crude palm oil"": ""negative""}",10
7630,"Safe-haven bids keep gold above $1,300; physical demand eyed","{""gold"": ""positive""}",9
996,Sugar companies & investors get the sweet smell of revival,"{""Sugar companies"": ""positive""}",10
10174,"Discom revival plan fails to lift power stocks; REC, PFC fall up to 13%","{""REC"": ""negative"", ""PFC"": ""negative"", ""power stocks"": ""negative""}",14
4298,"Rubber prices likely to struggle, no rebound in sight :Industry body","{""Rubber"": ""negative""}",11
162,RBI Deputy Governor Anand Sinha retires,"{""RBI"": ""neutral""}",6
5676,6 smart things to know about gold loans,"{""gold"": ""neutral""}",8
6874,Hard to say if the rebound in the markets will sustain or not: Ashwani Gujral,"{""markets"": ""neutral""}",15
9693,IRB Infra Q2 net profit down 12% at Rs 107 crore,"{""IRB Infra"": ""negative""}",11
7990,"Thin world markets rally may run longer, draw new cash","{""world markets"": ""positive""}",10
3844,Sebi imposes Rs 5 lakh fine on Serene Industries,"{""Serene Industries"": ""negative"", ""Sebi"": ""neutral""}",9
1022,Worldpay Group Ltd valued at $7.4 billion in London listing,"{""Worldpay Group Ltd"": ""neutral""}",10
3074,Both private and PSU banks look good at this point in time: Arindam Ghosh,"{""private"": ""positive"", ""PSU banks"": ""positive""}",14
7556,L&T in talk to supply nuclear equipments; stock up,"{""L&T"": ""positive""}",9
3944,DLF Ltd slips as High Court cancels 300-acre land allotment,"{""DLF Ltd"": ""negative""}",10
1586,Pistachio up on fresh buying,"{""Pistachio"": ""positive""}",5
10148,"Impact of delay in gas price hike: RIL, ONGC may fall in the short term","{""RIL"": ""negative"", ""ONGC"": ""negative""}",15
3153,"Outlook for auto ancilliary stocks bright in medium to long term: Mayuresh Joshi, Angel Broking","{""auto ancilliary stocks"": ""positive""}",15
8227,Star Network's Balaji exit sparks excitement in entertainment space: Deven Choksey,"{""Star Network"": ""neutral"", ""Balaji"": ""neutral""}",11
776,What analysts have to say about Infosys Q3 results,"{""Infosys"": ""neutral""}",9
